#file_name	CUBHE	ConsistencyHE	CPB
Acaryochloris_marina	0.602834862765158	0.546781597481885	-0.406484565388746
Acidovorax_avenae	0.663076474380453	0.472848836783258	-0.175180434419098
Acinetobacter_ADP1	0.836726979005505	0.519002448863078	-0.414569394872218
Actinobacillus_pleuropneumoniae	0.843605983253537	0.519748098817433	-0.465377764841291
Aeromonas_hydrophila	1.08650511271624	0.547827529872647	-0.277584762137892
Aeropyrum_pernix	0.563697975682051	0.551528248462205	-0.428505969291384
Agrobacterium_tumefaciens_C58	0.795218378901685	0.497626031455781	-0.357027360222727
Alcanivorax_borkumensis	0.676781445864267	0.541100362932044	-0.304950266440088
Anabaena_variabilis	0.598463718227373	0.555050913111613	-0.514096336386853
Anaeromyxobacter_dehalogenans	0.491363002071383	0.407247576752022	0.00823551520156824
Anaplasma_marginale	0.619677781337061	0.546627751666365	-0.342457154084821
Anaplasma_phagocytophilum	0.6388655119874	0.544156146883432	-0.362894365074336
Aquifex_aeolicus	0.562236991708503	0.534104295318468	-0.541093895092014
Archaeoglobus_fulgidus	0.577736684026784	0.540061625028384	-0.427171582291805
Arcobacter_butzleri	0.534557968549054	0.436123002623229	-0.47466076641263
Arthrobacter_aurescens	0.779724902590481	0.475497815494101	-0.373615856460448
Azoarcus_sp_EbN1	0.567629443450246	0.508688896352757	-0.288985496341026
Bacillus_anthracis_Ames	0.866358749262757	0.500473592812961	-0.372511042271508
Bacillus_cereus_ATCC_14579	0.862318214801817	0.498474765506197	-0.373864065556494
Bacillus_halodurans	0.795875179919908	0.53737733466532	-0.37731667057031
Bacillus_licheniformis_ATCC14580	0.961878636843677	0.545033303454252	-0.426049038793026
Bacillus_subtilis_168	0.947254543274157	0.575319557794668	-0.400358931682589
Bacillus_thuringiensis_konkukian_97-27	0.875884684052366	0.500249411097579	-0.372791271331046
Bacteroides_fragilis	0.794337286648414	0.519578717431644	-0.355354104239914
Bacteroides_thetaiotaomicron_VPI5482	0.779760752302522	0.555395861093094	-0.365472490911514
Bartonella_henselae_Houston-1	0.623529196992874	0.563676112871598	-0.383643436648203
Bartonella_quintana_Toulouse	0.634755115529556	0.570091434074099	-0.37379637230942
Bdellovibrio_bacteriovorus	0.956733627233376	0.517175940476317	-0.326889763470818
Bifidobacterium_longum_NCC2705_	0.713575162552597	0.472010653612616	-0.27577523329753
Bordetella_bronchiseptica_RB50	0.759230796788612	0.508337178927317	-0.141454885899611
Bordetella_pertussis_12822	0.742488760793059	0.50270179574392	-0.263606646721505
Borrelia_burgdorferi	0.559591850983389	0.496221380204759	-0.508026505820031
Borrelia_garinii_PBi	0.554485628955557	0.505586146013494	-0.497546547004744
Bradyrhizobium_japonicum_USDA110	0.598625098108695	0.496624228034274	-0.28171673464134
Brucella_abortus_biovar1_9-941	0.694808918153701	0.499164526395154	-0.381953960554882
Brucella_melitensis_16M	0.708134977441848	0.499770027043038	-0.38100886754416
Brucella_suis_1330_	0.690541708796492	0.500074892976154	-0.375613971277063
Buchnera_aphidicola_Baizongia_pistaciae	0.523347502895961	0.507958227861555	-0.458090570182026
Buchnera_aphidicola_Sg	0.517565806824583	0.478929290879666	-0.44908300798356
Burkholderia_mallei_ATCC23344	0.668590979062351	0.479094799394256	-0.29896303247652
Burkholderia_pseudomallei_K96243	0.661693020416036	0.478810803807256	-0.23069027033668
Caldivirga_maquilingensis	0.564085406833887	0.538060457097803	-0.510352118535247
Campylobacter_jejuni	0.578542873928218	0.497480578703259	-0.538619003490508
Candidatus_Blochmannia_floridanus	0.549811698898779	0.47440845607372	-0.415958293163888
Candidatus_Pelagibacter_ubique	0.526790516878121	0.488890535305885	-0.392293991047881
Carboxydothermus_hydrogenoformans	0.577827451582225	0.541485298354474	-0.510304481982204
Caulobacter_crescentus	0.652161826692315	0.444884588453248	-0.255913149025516
Chlamydia_pneumonia_A	0.599954967010428	0.538376336764076	-0.437439979948305
Chlamydia_trachomatis	0.578562028851332	0.530501716890764	-0.427096001405211
Chlamydia_trachomatis_M	0.564136347583299	0.528199123335529	-0.423865752573363
Chlamydophila_abortus_S26_3	0.569278385425376	0.54285639092834	-0.417918743322216
Chlamydophila_caviae_GPIC	0.581288132845546	0.551832341288814	-0.436356513428906
Chlorobium_tepidum_TLS	0.640146597191998	0.550134707911738	-0.357621992983178
Chloroflexus_aurantiacus	0.579764455665855	0.547813802309302	-0.452972763036336
Chromobacterium_violaceum_ATCC12472	0.930265575520382	0.493489949857071	-0.109372457617051
Clostridium_acetobutylicum_ATCC824	0.539216766558358	0.473333058534723	-0.3917564482174
Clostridium_perfringens_13	0.675380860546893	0.469783248051724	-0.417135666509437
Clostridium_tetani_E88	0.535708372582659	0.45224158807483	-0.40601211165932
Colwellia_psychrerythraea	0.721966692422	0.503667438659908	-0.39778216473785
Corynebacterium_glutamicum	0.851647626801074	0.50334431822128	-0.357829209971193
Coxiella_burnetii_RSA_493	0.55256674015625	0.530118080617984	-0.409023932794556
Dehalococcoides_ethenogenes_195	0.596644643540914	0.545427152543155	-0.492965324170883
Deinococcus_radiodurans_chromosome1	0.662400907477615	0.459934914950886	-0.313231556110459
Delftia_acidovorans	0.769547761541059	0.500747444654775	-0.148164517464116
Desulfotalea_psychrophila_LSv54	0.766383209043617	0.600758533404489	-0.396107821006198
Desulfotomaculum_reducens	0.65751475726879	0.54690790157018	-0.391706548445108
Desulfovibrio_vulgaris_vulgaris_Hildenborough	0.638186252145032	0.513460081679614	-0.39042818849024
Dinoroseobacter_shibae	0.573205207970199	0.492018785475822	-0.256032092908848
Ehrlichia_canis	0.576170018605325	0.505192185038586	-0.447464157332732
Ehrlichia_chaffeensis	0.5724941421452	0.507020477096233	-0.438093782982931
Enterobacter_sakazakii	0.958566003333498	0.56926888362129	-0.321592465777483
Enterococcus_faecalis_V583	0.821960362816182	0.524277272436169	-0.372065227466791
Erwinia_carotovora_atroseptica_SCRI1043	0.790052450988698	0.554106649067746	-0.348552332723627
Escherichia_coli_MG1655	0.823037471232105	0.528198075079039	-0.351965518636045
Francisella_tularensis	0.572941068573649	0.491151259955255	-0.457752155322637
Fusobacterium_nucleatum	0.472191474280095	0.397023431195927	-0.426566281452056
Geobacter_sulfurreducens_PCA	0.647963939717563	0.579477667081569	-0.344050113129335
Gloeobacter_violaceus	0.578210513241163	0.516545636326184	-0.412018430677798
Gluconobacter_oxydans_621H	0.689762691430778	0.494099959927076	-0.354379055537513
Gramella_forsetii	0.66482058598119	0.528821520526175	-0.426773932783972
Haemophilus_ducreyi_35000HP	0.640123836761297	0.494665700347839	-0.415583364689662
Haemophilus_influenzae	0.732590778348608	0.511092304777519	-0.447677680487156
Haloarcula_marismortui	0.597887485514707	0.526070947441144	-0.409203172529623
Halobacterium_sp_Strain_NRC-1	0.5180942990009	0.482918738606151	-0.341676995759741
Haloquadratum_walsbyi	0.549786196332471	0.519295238052506	-0.442241085227049
Helicobacter_hepaticus_ATCC51449	0.575977686841432	0.552084780230916	-0.588107157298003
Helicobacter_pylori	0.570178420240334	0.529753700374133	-0.592014761506373
Herpetosiphon_aurantiacus	0.681100933579187	0.533916731500947	-0.448196724362249
Hyperthermus_butylicus	0.58995747501682	0.569011809255539	-0.474772898450052
Ignicoccus_hospitalis	0.559224601242253	0.525749311968218	-0.411176282209265
Lactobacillus_acidophilus_NCFM	0.78431041891845	0.495903924221787	-0.362230974694284
Lactobacillus_johnsonii_NCC533	0.760928851833412	0.488339886083103	-0.368241888631282
Lactobacillus_plantarum_WCFS1	0.82863206928562	0.523837398545561	-0.363422996111842
Lactococcus_lactis_IL1403	0.915822124371642	0.528029542485985	-0.419624966927945
Legionella_pneumophila_pneumophila_Philadelphia_1	0.589172362989426	0.544749060871426	-0.395879233020863
Leifsonia_xyli_xyli_CTCB07	0.600861001706077	0.453517339469176	-0.393980827416719
Leptospira_interrogans_serovar_lai_56601_chr1	0.578184696882371	0.522682798195375	-0.522660748018196
Listeria_innocua_Clip11262_	0.708993832455335	0.501166637037501	-0.38713069186841
Listeria_monocytogenes_strain_EGD_	0.708164698881537	0.503518788797205	-0.390941544459478
Mannheimia_succiniciproducens_MBEL55E	0.829631823504456	0.528784892793633	-0.466208826093553
Mesorhizobium_loti	0.619659665328389	0.469875952472397	-0.362650088155543
Methanobacterium_thermoautotrophicum	0.575422437502915	0.524454547138716	-0.460000268841181
Methanococcoides_burtonii	0.644550549825371	0.533804167884242	-0.380594591896346
Methanococcus_jannaschii	0.584517021464658	0.46279170184392	-0.535553824155683
Methanopyrus_kandleri	0.591320108823572	0.551525571061396	-0.390753323966715
Methanosarcina_barkeri	0.585281252138959	0.538348759291785	-0.404520130783813
Methylobacillus_flagellatus	0.741902644107418	0.554071444535337	-0.3355785722709
Methylobacterium_extorquens	0.57388710077754	0.444850243545036	-0.267351963002443
Methylococcus_capsulatus	0.585160316208814	0.554587691941257	-0.358981477687813
Moorella_thermoacetica	0.558799490112809	0.543596406976394	-0.429321141557912
Mycobacterium_avium_paratuberculosis_k10	0.533120781514829	0.478570963538804	-0.216398338538116
Mycobacterium_bovis_bovis_AF2122_97	0.543948207129659	0.516833993062479	-0.328521844134044
Mycobacterium_leprae	0.597127621771906	0.563045760629294	-0.334669281965401
Mycobacterium_tuberculosis	0.549163872131701	0.51475487562546	-0.33151664811239
Mycoplasma_capricolum	0.515172215549539	0.424983187820447	-0.465648164829582
Mycoplasma_gallisepticum_R	0.566282794665773	0.491706837565119	-0.571898866843748
Mycoplasma_genitalium	0.565003542829136	0.52704557972749	-0.592650893613893
Mycoplasma_hyopneumoniae_232	0.563829784264625	0.535188603931267	-0.602381057267611
Mycoplasma_mobile_163K	0.498606769520586	0.438925575418307	-0.520881588836313
Mycoplasma_mycoides_mycoides_SC	0.5073086451389	0.415679275416302	-0.533542132778487
Mycoplasma_pneumoniae	0.597922174017972	0.556175683096145	-0.550582711638818
Mycoplasma_pulmonis_UAB_CTIP	0.526081570824825	0.467118668500151	-0.550866974305436
Myxococcus_xanthus	0.575354158307343	0.470267055793338	-0.319604065235262
Nanoarchaeum_equitans	0.512167587737754	0.488934226594578	-0.553425800744233
Neisseria_gonorrhoeae_FA1090	0.955339601328718	0.632164305663239	-0.41371855750314
Neisseria_meningitidis_A	0.92908791798273	0.630971659263331	-0.418511838906769
Nitrobacter_winogradskyi	0.572403529826313	0.518969337132175	-0.344378943556403
Nitrosomonas_europaea_ATCC19718	0.774275929591876	0.618024653543472	-0.389774918894428
Nocardia_farcinica	0.5512129944991	0.430776969276217	-0.32898179278769
Nostoc_sp._PCC_7120_	0.600952859115015	0.558431266040691	-0.497973097906502
Oenococcus_oeni	0.628553300999822	0.526393567733547	-0.453569194905845
Parachlamydia_sp_UWE25	0.582059093025991	0.521326980964386	-0.422750644274686
Paracoccus_denitrificans	0.58606384994439	0.454030102874504	-0.230716235544663
Pasteurella_multocida_PM70	0.711771401619107	0.513044144257336	-0.427871826107064
Petrotoga_mobilis	0.533537657025055	0.520016095820669	-0.426638825743359
Photobacterium_profundum_SS9	0.821868946441713	0.536294849878036	-0.36004592807745
Photorhabdus_luminescens_laumondii_TTO1	0.761813488807122	0.533680063166152	-0.373397746911147
Picrophilus_torridus_DSM_9790	0.572351864846206	0.532146489670354	-0.535984465271484
Pirellula_sp	0.614404509203684	0.531891215800997	-0.373189867945187
Porphyromonas_gingivalis_W83	0.655193650476295	0.560510009420158	-0.385809043570165
Prochlorococcus_marinus_marinus_CCMP1375	0.600184181529955	0.560216494198108	-0.4527006901091
Propionibacterium_acnes_KPA171202	0.681200502476549	0.50231092565264	-0.335137107993842
Pseudoalteromonas_haloplanktis	0.76699584377574	0.520391361268509	-0.413678613522026
Pseudomonas_aeruginosa_PA01	0.807948895972884	0.489193783006174	-0.267543543712872
Pseudomonas_putida_KT2440	0.799077953697218	0.496839894380252	-0.258958781806193
Pseudomonas_syringae_tomato_DC3000	0.757259911165195	0.530193643497252	-0.306182433503041
Psychromonas_ingrahamii	0.796192899779553	0.531499013420169	-0.382242835753533
Pyrobaculum_aerophilum	0.551361847499089	0.547823577842863	-0.496275116799041
Pyrobaculum_arsenaticum	0.597300456556175	0.588896407233549	-0.431788853495429
Pyrococcus_abyssi	0.598521229041871	0.529243078457089	-0.438027674184149
Pyrococcus_furiosus	0.603121252868482	0.526766533863908	-0.444626818321884
Pyrococcus_horikoshii	0.560856920361217	0.527051901974455	-0.43591045473327
Ralstonia_solanacearum_GMI1000	0.683931369419684	0.473942008030548	-0.166714841359046
Rhodobacter_sphaeroides	0.611752120029614	0.451902825575898	-0.279957941406991
Rhodococcus_sp_Strain_RHA1	0.639758986373928	0.478833502296841	-0.385010511982767
Rhodoferax_ferrireducens	0.670674591091084	0.54831249525484	-0.281570279945718
Rhodopseudomonas_palustris	0.589435315235119	0.499703521224624	-0.27769205731664
Rhodospirillum_rubrum	0.625501067736087	0.499829650550995	-0.296696618994991
Rickettsia_conorii_Malish_7	0.551809534177474	0.512809926662055	-0.48627458473384
Rickettsia_prowazekii	0.543912170072656	0.508211730281881	-0.469938170345994
Rickettsia_typhi_wilmington	0.528028125450216	0.49651261722567	-0.474156168927518
Rubrobacter_xylanophilus	0.493550953421171	0.450681008762881	-0.308114846170336
Salinibacter_ruber	0.536453305657729	0.503630754548548	-0.281208752885336
Salmonella_typhimurium_LT2_	0.904707374188143	0.516561511197983	-0.356842438685953
Shewanella_oneidensis_MR-1	0.844451575425514	0.558864843262721	-0.376512500567124
Silicibacter_pomeroyi	0.675174998577517	0.47864913458549	-0.256110568279779
Sinorhizobium_meliloti_1021	0.690602084352216	0.476534961586943	-0.333055163885551
Sodalis_glossinidius	0.77780379802823	0.545938193576393	-0.304319416202703
Sorangium_cellulosum	0.51236221404189	0.473835801356724	-0.249432012229106
Sphingopyxis_alaskensis	0.585733862916491	0.457671231122208	-0.356226483459172
Staphylococcus_aureus_strain_N315	0.743526377908439	0.468116964346104	-0.397693140913627
Staphylococcus_epidermidis_ATCC_12228	0.689146867642382	0.465266916991158	-0.390695503765102
Staphylothermus_marinus	0.540594650425243	0.532151887665716	-0.49583688692813
Streptococcus_agalactiae_2603VR	0.855723221579983	0.487207849060004	-0.388797632019671
Streptococcus_mutans_UA159	0.757976308526709	0.508344152568719	-0.422523101223715
